id;codigo;nomoficial;alt_izqini;alt_izqfin;alt_derini;alt_derfin;nomanter;tipo_c;observa;bicisenda;lado_ciclo;recorrid_x;ciclo_obse;st_asgeojson
13694;9010;INDEPENDENCIA AV.;602;700;601;699;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.3744386986059,-34.6172531070939],[-58.3759113723653,-34.6173536742002]]]}
13706;5036;EL MAESTRO;2;100;1;99;;CALLE;;Ciclovías en obra;;;;{"type":"MultiLineString","coordinates":[[[-58.4313591699306,-34.6160389228248],[-58.4309066993326,-34.6172999069254],[-58.4308716399528,-34.6174255360393]]]}
13717;3230;CHILE;2202;2300;2201;2299;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.3990629751718,-34.6174478802083],[-58.3988416775696,-34.6174272004643],[-58.3976238508007,-34.6173268350826]]]}
13724;3258;CHIVILCOY;1802;1900;1801;1899;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4966755945113,-34.6166157732821],[-58.4965590983721,-34.6167075694962],[-58.4955986786824,-34.6174693381695]]]}
13726;13076;MEXICO;2702;2800;2701;2799;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4054670836418,-34.617463799686],[-58.4041385598513,-34.6170449149682]]]}
13727;3100;CATAMARCA;502;600;501;599;;CALLE;Asignación de Sentido único de Circulación de N a S según Ley n° 4412 publicada en Boletín Oficial 4077 del 18/01/2013;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4058170253649,-34.6160943373834],[-58.4054670836418,-34.617463799686]]]}
13729;9010;INDEPENDENCIA AV.;702;800;701;799;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.3759113723653,-34.6173536742002],[-58.3771304685931,-34.6174368622266],[-58.3773579847421,-34.617452303826]]]}
13731;13069;MENDEZ DE ANDES;1302;1400;1301;1399;;CALLE;corrección numeración 16-1;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4538608832698,-34.617502046476],[-58.4525868005157,-34.6171180606407]]]}
13739;19046;RIVADAVIA AV.;4802;4930;4801;4929;PRIMERA JUNTA (parcial);AVENIDA;corrección numeración 7-2;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.4328609927907,-34.6167045343571],[-58.433118723123,-34.6168186856863],[-58.4347368354355,-34.6175371209638]]]}
13748;3230;CHILE;2302;2400;2301;2399;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4001298524839,-34.6175523089719],[-58.399316896847,-34.6174716047811],[-58.3990629751718,-34.6174478802083]]]}
13752;9010;INDEPENDENCIA AV.;802;900;801;899;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.3773579847421,-34.617452303826],[-58.3787729992231,-34.6175482184147]]]}
13753;21004;TACUARI;702;800;701;799;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.3788432810886,-34.616359140402],[-58.3787729992231,-34.6175482184147]]]}
13764;4072;DIAZ, CESAR, GRAL.;3302;3416;3301;3399;SAN JULIAN;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4850720954526,-34.6176029950201],[-58.4841038237033,-34.6170968127545]]]}
13776;4079;DOBLAS;2;100;1;99;TORINO;CALLE;correción numeración 16-1;Ciclovías en obra;;;;{"type":"MultiLineString","coordinates":[[[-58.4317666981792,-34.6176331679893],[-58.4322112191591,-34.6164165465554]]]}
13781;9010;INDEPENDENCIA AV.;902;1000;901;979;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.3787729992231,-34.6175482184147],[-58.3789485559858,-34.6175601000405],[-58.3798634788662,-34.6176224170297]]]}
13782;3230;CHILE;2402;2500;2401;2499;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4010722846157,-34.6176441299492],[-58.4003229552228,-34.6175714930405],[-58.4001298524839,-34.6175523089719]]]}
13787;9010;INDEPENDENCIA AV.;0;0;981;999;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.3798634788662,-34.6176224170297],[-58.3800431244626,-34.6176347224069],[-58.3802744862214,-34.6176388931721]]]}
13788;9019;IRIGOYEN, BERNARDO de;702;800;701;799;DEL BUEN ORDEN;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.3802744862214,-34.6176388931721],[-58.3802827938964,-34.6173352261517],[-58.3803175944519,-34.6164278233428]]]}
13789;9010;INDEPENDENCIA AV.;1002;1030;1001;1029;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.3802744862214,-34.6176388931721],[-58.3806837989538,-34.6176462819647]]]}
13791;9010;INDEPENDENCIA AV.;1032;1070;1031;1069;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.3806837989538,-34.6176462819647],[-58.3811329782256,-34.6176544002961]]]}
13795;9010;INDEPENDENCIA AV.;1072;1100;1071;1099;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.3811329782256,-34.6176544002961],[-58.3815111986209,-34.6176612725449]]]}
13796;12112;LIMA;702;800;701;799;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.3815648149735,-34.6164880979196],[-58.3815551249047,-34.6167290858885],[-58.3815111986209,-34.6176612725449]]]}
13799;9010;INDEPENDENCIA AV.;1102;1200;1101;1199;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.3815111986209,-34.6176612725449],[-58.3817824270083,-34.6176661712257],[-58.382846692427,-34.6177206067837],[-58.3830140703748,-34.6177344491057]]]}
13810;19046;RIVADAVIA AV.;4932;4948;4931;4953;PRIMERA JUNTA (parcial);AVENIDA;corrección numeración 7-2;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.4347368354355,-34.6175371209638],[-58.4352835657606,-34.6177798592834]]]}
13819;3230;CHILE;2502;2600;2501;2599;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.402460808953,-34.6177787718724],[-58.4010722846157,-34.6176441299492]]]}
13820;20001;SAAVEDRA;602;700;601;699;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.402460808953,-34.6177787718724],[-58.4026449053869,-34.6169389738332],[-58.402686359613,-34.6167455366828]]]}
13821;7025;GAONA AV.;3052;3100;3071;3099;GAUNA;AVENIDA;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4687968379826,-34.617644895464],[-58.4690936387863,-34.617797843437]]]}
13822;1125;ARTIGAS, JOSE GERVASIO, GRAL.;1102;1200;1101;1199;SUDAMERICA;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4690936387863,-34.617797843437],[-58.4699233498458,-34.6167563516986]]]}
13825;9010;INDEPENDENCIA AV.;1202;1300;1201;1299;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.3830140703748,-34.6177344491057],[-58.3833030849285,-34.6177583707742],[-58.3843178769255,-34.6177939578128]]]}
13831;13076;MEXICO;2802;2900;2801;2899;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.406572309099,-34.6178122832141],[-58.4054670836418,-34.617463799686]]]}
13838;23485;VERA PEÑALOZA,  ROSARIO;0;0;0;0;;BOULEVARD;no corresponde número;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.3628795295343,-34.6175745602185],[-58.3630773406968,-34.6177280569587],[-58.3632826932982,-34.617834273524]]]}
13839;9010;INDEPENDENCIA AV.;1302;1400;1301;1399;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.3843178769255,-34.6177939578128],[-58.3855725471873,-34.6178378576043],[-58.3858742673712,-34.6178490342878]]]}
13851;13069;MENDEZ DE ANDES;1402;1500;1401;1499;;CALLE;corrección numeración 16-1;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.455173055112,-34.6178975006175],[-58.4538608832698,-34.617502046476]]]}
13855;3258;CHIVILCOY;1752;1800;1751;1799;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4955986786824,-34.6174693381695],[-58.4950502488433,-34.6179042889536]]]}
13858;9010;INDEPENDENCIA AV.;1402;1500;1401;1499;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.3858742673712,-34.6178490342878],[-58.3872033023912,-34.6178981755675],[-58.3874603851038,-34.6179095319708]]]}
13862;21045;TREINTA Y TRES ORIENTALES;302;400;301;399;TREINTA Y TRES;CALLE;corrección numeración 17-1;Ciclovías en obra;;;;{"type":"MultiLineString","coordinates":[[[-58.424434526983,-34.6169284579388],[-58.4243820155376,-34.6179360827679]]]}
13870;4072;DIAZ, CESAR, GRAL.;3418;3500;3401;3499;SAN JULIAN;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4858606087564,-34.6180151864075],[-58.4850720954526,-34.6176029950201]]]}
13872;9010;INDEPENDENCIA AV.;1502;1600;1501;1599;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.3874603851038,-34.6179095319708],[-58.3877372303982,-34.6179217450778],[-58.3889643611647,-34.6179972843145]]]}
13873;3122;CEVALLOS, Virrey;702;800;701;799;ZEBALLOS - CEVALLOS;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.3890509185666,-34.616734756944],[-58.3890571038498,-34.6168688499177],[-58.3889643611647,-34.6179972843145]]]}
13897;9010;INDEPENDENCIA AV.;1602;1700;1601;1699;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.3889643611647,-34.6179972843145],[-58.39012377433,-34.6180686862898],[-58.3903259120197,-34.6180806377795]]]}
13926;9010;INDEPENDENCIA AV.;1702;1800;1701;1799;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.3903259120197,-34.6180806377795],[-58.3914109656392,-34.6181448000338],[-58.3916970106205,-34.6181591927059]]]}
13933;13069;MENDEZ DE ANDES;1502;1600;1501;1599;;CALLE;corrección numeración 16-1;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4562008068133,-34.6182072185442],[-58.455173055112,-34.6178975006175]]]}
13943;1149;AZOPARDO;802;900;801;899;;CALLE;;Ciclovías;Mano izquierda;Calle;;{"type":"MultiLineString","coordinates":[[[-58.3672837953993,-34.6181965567718],[-58.3674288686474,-34.6169290906139]]]}
13947;12114;LINIERS VIRREY;538;600;537;599;LINIERS;CALLE;corrección numeración 17-1;Ciclovías;Mano izquierda;Calle;Datos de Res 67-SSTRANS-2;{"type":"MultiLineString","coordinates":[[[-58.4140919807929,-34.6182381317016],[-58.4142027605546,-34.6171496866461]]]}
13948;9010;INDEPENDENCIA AV.;1802;1900;1801;1899;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.3916970106205,-34.6181591927059],[-58.3920279471634,-34.6181759347472],[-58.3930026148053,-34.6182237506708],[-58.3931988766914,-34.6182341446929]]]}
13951;3107;FRAY CAYETANO RODRIGUEZ;1118;1200;1101;1199;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4687968379826,-34.617644895464],[-58.4684258086213,-34.618258949264]]]}
13958;13076;MEXICO;2902;3000;2901;2999;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4080315856845,-34.6182823286117],[-58.4067433272978,-34.6178662369161],[-58.406572309099,-34.6178122832141]]]}
13962;19046;RIVADAVIA AV.;4950;5000;4955;4999;PRIMERA JUNTA (parcial);AVENIDA;corrección numeración 7-2;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.4352835657606,-34.6177798592834],[-58.4364568449873,-34.6183006991031]]]}
13967;9010;INDEPENDENCIA AV.;1902;2000;1901;1999;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.3931988766914,-34.6182341446929],[-58.3944959612084,-34.6183027664725]]]}
13973;3258;CHIVILCOY;1702;1750;1701;1749;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4950502488433,-34.6179042889536],[-58.4947992806641,-34.6181033059396],[-58.4945163756632,-34.6183271907688]]]}
13984;9010;INDEPENDENCIA AV.;2002;2100;2001;2099;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.3944959612084,-34.6183027664725],[-58.395989736408,-34.6183817642289]]]}
13985;19035;RINCON;702;800;701;799;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.3960531251117,-34.6171975318535],[-58.395999958393,-34.6181693679954],[-58.395989736408,-34.6183817642289]]]}
14010;2014;BALCARCE;852;900;851;899;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.3702058075886,-34.6177955536963],[-58.3701523779236,-34.6184255351684]]]}
14013;9010;INDEPENDENCIA AV.;2102;2200;2101;2199;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.395989736408,-34.6183817642289],[-58.3975145212996,-34.6184623800438]]]}
14016;20089;SENILLOSA;102;200;101;199;CORTINA;CALLE;correción numeración 16-1;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4302082707941,-34.6172716233188],[-58.4299591368395,-34.6184844869183]]]}
14028;9019;IRIGOYEN, BERNARDO de;0;0;0;0;DEL BUEN ORDEN;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.3802507167737,-34.6185028510213],[-58.3802744862214,-34.6176388931721]]]}
14030;13069;MENDEZ DE ANDES;1602;1700;1601;1699;;CALLE;corrección numeración 16-1;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4572947553078,-34.6185368610292],[-58.4562008068133,-34.6182072185442]]]}
14043;21004;TACUARI;802;900;801;899;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.3787729992231,-34.6175482184147],[-58.3787612124186,-34.6177483581691],[-58.3787322291182,-34.6183602610498],[-58.378727805571,-34.6185232918699]]]}
14045;9010;INDEPENDENCIA AV.;2202;2300;2201;2299;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.3975145212996,-34.6184623800438],[-58.3989628993509,-34.6185389226795]]]}
14052;12112;LIMA;802;900;801;899;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.3815111986209,-34.6176612725449],[-58.3815008470633,-34.6178814142215],[-58.3814710222347,-34.6184158496974],[-58.3814674128537,-34.618535640214]]]}
14064;9010;INDEPENDENCIA AV.;2302;2400;2301;2399;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.3989628993509,-34.6185389226795],[-58.399242898406,-34.61855371705],[-58.4000392761863,-34.6186035670592]]]}
14079;4079;DOBLAS;102;200;101;199;TORINO;CALLE;correción numeración 16-1;Ciclovías en obra;;;;{"type":"MultiLineString","coordinates":[[[-58.4313057038389,-34.6186744954558],[-58.4314929332333,-34.6175696453142]]]}
14082;9010;INDEPENDENCIA AV.;2402;2500;2401;2499;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.4000392761863,-34.6186035670592],[-58.400293974198,-34.618619472819],[-58.4009802074755,-34.6186673588157]]]}
14087;19086;ROSARIO;194;200;201;209;;CALLE;;Ciclovías en obra;;;;{"type":"MultiLineString","coordinates":[[[-58.4315425123832,-34.6187073742254],[-58.4313057038389,-34.6186744954558]]]}
14088;13076;MEXICO;3002;3100;3001;3099;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4093326324318,-34.6187024969268],[-58.4080315856845,-34.6182823286117]]]}
14099;3258;CHIVILCOY;1652;1700;1651;1699;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4945163756632,-34.6183271907688],[-58.4939746619643,-34.6187557966563]]]}
14100;9010;INDEPENDENCIA AV.;2502;2600;2501;2599;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.4009802074755,-34.6186673588157],[-58.4022466233633,-34.6187558129454]]]}
14123;9010;INDEPENDENCIA AV.;2602;2700;2601;2699;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.4022466233633,-34.6187558129454],[-58.4035128744328,-34.6188402396232]]]}
14127;19046;RIVADAVIA AV.;5002;5100;5001;5099;PRIMERA JUNTA (parcial);AVENIDA;corrección numeración 7-2;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.4364568449873,-34.6183006991031],[-58.4377465747139,-34.6188732434346]]]}
14132;3122;CEVALLOS, Virrey;802;900;801;899;ZEBALLOS - CEVALLOS;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.3889643611647,-34.6179972843145],[-58.3889136670625,-34.6188727068621]]]}
14133;4072;DIAZ, CESAR, GRAL.;3502;3600;3501;3599;SAN JULIAN;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.486859252256,-34.6188974182305],[-58.4858606087564,-34.6180151864075]]]}
14181;13076;MEXICO;3102;3200;3101;3199;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4109895670347,-34.6190496311383],[-58.4093326324318,-34.6187024969268]]]}
14193;21045;TREINTA Y TRES ORIENTALES;402;500;401;499;TREINTA Y TRES;CALLE;corrección numeración 17-1;Ciclovías en obra;;;;{"type":"MultiLineString","coordinates":[[[-58.4243820155376,-34.6179360827679],[-58.4243708431212,-34.618149607924],[-58.4242769487338,-34.6191140489656]]]}
14203;9010;INDEPENDENCIA AV.;2702;2800;2701;2799;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.4035128744328,-34.6188402396232],[-58.4050351282089,-34.6191545007976]]]}
14204;3100;CATAMARCA;602;800;601;799;;CALLE;Asignación de Sentido único de Circulación de N a S según Ley n° 4412 publicada en Boletín Oficial 4077 del 18/01/2013;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4054670836418,-34.617463799686],[-58.4050351282089,-34.6191545007976]]]}
14208;3258;CHIVILCOY;1602;1650;1601;1649;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4939746619643,-34.6187557966563],[-58.4934414590151,-34.6191777075894]]]}
14214;13069;MENDEZ DE ANDES;1702;1800;1701;1799;;CALLE;corrección numeración 16-1;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4583996830386,-34.6192272814298],[-58.4572246361539,-34.6186903140222]]]}
14229;3107;FRAY CAYETANO RODRIGUEZ;1002;1116;1001;1099;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4684258086213,-34.618258949264],[-58.4678084364441,-34.6192820409269]]]}
14251;1149;AZOPARDO;902;1000;901;999;;CALLE;;Ciclovías;Mano izquierda;Calle;;{"type":"MultiLineString","coordinates":[[[-58.3671569547074,-34.6193094539468],[-58.3672675330812,-34.6183380982807],[-58.3672837953993,-34.6181965567718]]]}
14260;13076;MEXICO;3202;3300;3201;3299;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4126420869941,-34.6193945578449],[-58.4109895670347,-34.6190496311383]]]}
14262;3028;CALVO, CARLOS;202;300;201;299;EUROPA;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.3689601651215,-34.6192009194962],[-58.370106927837,-34.619386872143]]]}
14263;2014;BALCARCE;902;1000;901;999;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.3701523779236,-34.6184255351684],[-58.370106927837,-34.619386872143]]]}
14272;19046;RIVADAVIA AV.;5102;5200;5101;5199;PRIMERA JUNTA (parcial);AVENIDA;corrección numeración 7-2;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.4377465747139,-34.6188732434346],[-58.4390138353137,-34.619435839794]]]}
14275;9010;INDEPENDENCIA AV.;2802;2900;2801;2899;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.4050351282089,-34.6191545007976],[-58.4063872116358,-34.6194330999076]]]}
14281;3028;CALVO, CARLOS;102;200;101;199;EUROPA;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.3684816859686,-34.6194121589804],[-58.3671569547074,-34.6193094539468]]]}
14299;4072;DIAZ, CESAR, GRAL.;3602;3700;3601;3699;SAN JULIAN;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4876037263581,-34.6195342627514],[-58.486984849961,-34.6190045801647],[-58.486859252256,-34.6188974182305]]]}
14301;3028;CALVO, CARLOS;302;400;301;399;EUROPA;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.370106927837,-34.619386872143],[-58.3702594823134,-34.6194024813343],[-58.3715164872341,-34.6195078676176]]]}
14309;19035;RINCON;802;900;801;899;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.395989736408,-34.6183817642289],[-58.395940863981,-34.619414520124],[-58.3959252408541,-34.6195629674596]]]}
14310;13069;MENDEZ DE ANDES;1802;1850;1801;1855;;CALLE;corrección numeración 16-1;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4592224974574,-34.619603377221],[-58.4583996830386,-34.6192272814298]]]}
14316;20089;SENILLOSA;202;300;201;299;CORTINA;CALLE;correción numeración 16-1;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4299591368395,-34.6184844869183],[-58.4297616338131,-34.6194462281475],[-58.4297277439117,-34.6196237604322]]]}
14317;3028;CALVO, CARLOS;402;500;401;499;EUROPA;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.3715164872341,-34.6195078676176],[-58.371625858827,-34.619517034142],[-58.3727752175845,-34.6195961289515],[-58.3729379181572,-34.6196044884994]]]}
14326;13076;MEXICO;3302;3400;3301;3399;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.413938917879,-34.6196640361739],[-58.4126420869941,-34.6193945578449]]]}
14327;12114;LINIERS VIRREY;602;700;601;699;LINIERS;CALLE;corrección numeración 17-1;Ciclovías;Mano izquierda;Calle;Datos de Res 67-SSTRANS-2;{"type":"MultiLineString","coordinates":[[[-58.413938917879,-34.6196640361739],[-58.4140919807929,-34.6182381317016]]]}
14330;3028;CALVO, CARLOS;502;600;501;599;EUROPA;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.3729379181572,-34.6196044884994],[-58.3743019734298,-34.6196652753682]]]}
14338;3028;CALVO, CARLOS;602;700;601;699;EUROPA;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.3743019734298,-34.6196652753682],[-58.374428479345,-34.6196640993231],[-58.3758008322825,-34.6196938884462]]]}
14341;9010;INDEPENDENCIA AV.;2902;3000;2901;2999;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.4063872116358,-34.6194330999076],[-58.4077803593484,-34.6197201535171]]]}
14343;13076;MEXICO;3402;3500;3401;3499;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4152103156302,-34.6197315119161],[-58.413938917879,-34.6196640361739]]]}
14352;3028;CALVO, CARLOS;702;800;701;799;EUROPA;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.3758008322825,-34.6196938884462],[-58.377162367533,-34.6197234432717],[-58.3772680004856,-34.6197240806939]]]}
14357;3028;CALVO, CARLOS;802;900;801;899;EUROPA;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.3772680004856,-34.6197240806939],[-58.3786947273132,-34.6197323957107]]]}
14358;21004;TACUARI;902;1000;901;999;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.378727805571,-34.6185232918699],[-58.3786947273132,-34.6197323957107]]]}
14364;12112;LIMA;902;1000;901;999;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.3814674128537,-34.618535640214],[-58.3814359041401,-34.619573613161],[-58.3814423716614,-34.619755384351]]]}
14366;3028;CALVO, CARLOS;1072;1100;1071;1099;EUROPA;CALLE;;Ciclovías;Mano derecha;Calle;Datos de Res 67-SSTRANS-2;{"type":"MultiLineString","coordinates":[[[-58.3810379799083,-34.6197577200401],[-58.3814423716614,-34.619755384351]]]}
14368;3028;CALVO, CARLOS;1032;1070;1031;1069;EUROPA;CALLE;;Ciclovías;Mano derecha;Calle;Datos de Res 67-SSTRANS-2;{"type":"MultiLineString","coordinates":[[[-58.3806149318118,-34.6197601122617],[-58.3810379799083,-34.6197577200401]]]}
14369;9019;IRIGOYEN, BERNARDO de;902;1000;901;999;DEL BUEN ORDEN;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.3801567862919,-34.6197622679979],[-58.3802443551356,-34.6187335590039],[-58.3802507167737,-34.6185028510213]]]}
14370;3028;CALVO, CARLOS;1002;1030;1001;1029;EUROPA;CALLE;;Ciclovías;Mano derecha;Calle;Datos de Res 67-SSTRANS-2;{"type":"MultiLineString","coordinates":[[[-58.3801567862919,-34.6197622679979],[-58.3803442014167,-34.6197616904162],[-58.3806149318118,-34.6197601122617]]]}
14371;3028;CALVO, CARLOS;902;1000;901;999;EUROPA;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.3786947273132,-34.6197323957107],[-58.3789374277005,-34.6197337598228],[-58.3799236248669,-34.6197629551091],[-58.3801567862919,-34.6197622679979]]]}
14373;3028;CALVO, CARLOS;1102;1200;1101;1199;EUROPA;CALLE;;Ciclovías;Mano derecha;Calle;Datos de Res 67-SSTRANS-2;{"type":"MultiLineString","coordinates":[[[-58.3814423716614,-34.619755384351],[-58.3816847340188,-34.6197540666229],[-58.3827904685709,-34.6197657822408],[-58.3829769466887,-34.6197651295756]]]}
14378;13076;MEXICO;3502;3600;3501;3599;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4166180127335,-34.6198067727211],[-58.4163482289912,-34.6197919516869],[-58.4152103156302,-34.6197315119161]]]}
14384;3028;CALVO, CARLOS;1202;1300;1201;1299;EUROPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.3829769466887,-34.6197651295756],[-58.3831482612716,-34.6197644667379],[-58.3841461276409,-34.6197973680229],[-58.3843446947685,-34.619805031199]]]}
14386;13069;MENDEZ DE ANDES;1852;1900;1857;1899;;CALLE;corrección numeración 16-1;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4597465674116,-34.6198429064864],[-58.4592224974574,-34.619603377221]]]}
