id;codigo;nomoficial;alt_izqini;alt_izqfin;alt_derini;alt_derfin;nomanter;tipo_c;observa;bicisenda;lado_ciclo;recorrid_x;ciclo_obse;st_asgeojson
14394;7094;GUAYAQUIL;102;200;101;199;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4297277439117,-34.6196237604322],[-58.4313087547385,-34.6198478473237]]]}
14395;4079;DOBLAS;202;300;201;299;TORINO;CALLE;correción numeración 16-1;Ciclovías mano única;;;;{"type":"MultiLineString","coordinates":[[[-58.4313087547385,-34.6198478473237],[-58.4313478443699,-34.6196529913906],[-58.4315425123832,-34.6187073742254]]]}
14406;3028;CALVO, CARLOS;1302;1400;1301;1399;EUROPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.3843446947685,-34.619805031199],[-58.3845804027721,-34.6198141263413],[-58.3856392540104,-34.6198592379734],[-58.3858330471705,-34.6198709099352]]]}
14414;13076;MEXICO;3602;3700;3601;3699;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4181562924649,-34.6199082631327],[-58.4168212663702,-34.6198179060559],[-58.4166180127335,-34.6198067727211]]]}
14426;13076;MEXICO;3702;3750;3701;3749;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4189627443914,-34.6199627821849],[-58.4181562924649,-34.6199082631327]]]}
14430;3028;CALVO, CARLOS;1402;1500;1401;1499;EUROPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.3858330471705,-34.6198709099352],[-58.3860232627271,-34.6198822976406],[-58.3871800648728,-34.6199468947225],[-58.3873195947248,-34.6199569813686]]]}
14434;19046;RIVADAVIA AV.;5202;5300;5201;5299;PRIMERA JUNTA (parcial);AVENIDA;corrección numeración 7-2;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.4390138353137,-34.619435839794],[-58.4402507042969,-34.6199848957511]]]}
14440;13076;MEXICO;3752;3800;3751;3799;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4195918406555,-34.6200053315372],[-58.4189627443914,-34.6199627821849]]]}
14443;9010;INDEPENDENCIA AV.;3002;3100;3001;3099;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.4077803593484,-34.6197201535171],[-58.409252050252,-34.6200234233942]]]}
14446;3258;CHIVILCOY;1502;1600;1501;1599;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4934414590151,-34.6191777075894],[-58.493313203341,-34.6192791518565],[-58.4923649036286,-34.6200332153996]]]}
14450;13076;MEXICO;3802;3900;3801;3899;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4205137212655,-34.6200676982458],[-58.4195918406555,-34.6200053315372]]]}
14452;3028;CALVO, CARLOS;1502;1600;1501;1599;EUROPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.3873195947248,-34.6199569813686],[-58.3874276920519,-34.6199647948647],[-58.3888380825902,-34.6200527022541]]]}
14453;3122;CEVALLOS, Virrey;902;1000;901;999;ZEBALLOS - CEVALLOS;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.3889136670625,-34.6188727068621],[-58.3889053491256,-34.6190308059466],[-58.3888380825902,-34.6200527022541]]]}
14455;13076;MEXICO;3902;3926;3901;3937;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4210127420944,-34.6200976595692],[-58.4205137212655,-34.6200676982458]]]}
14462;13076;MEXICO;3928;3948;3939;3955;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4215108224841,-34.6201351540084],[-58.4210127420944,-34.6200976595692]]]}
14472;3028;CALVO, CARLOS;1602;1700;1601;1699;EUROPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.3888380825902,-34.6200527022541],[-58.3901963434759,-34.6201372523919]]]}
14474;4072;DIAZ, CESAR, GRAL.;3702;3800;3701;3799;SAN JULIAN;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4883373895334,-34.6201603299073],[-58.4877285591576,-34.6196410015144],[-58.4876037263581,-34.6195342627514]]]}
14481;13076;MEXICO;3950;4000;3957;3999;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4223288636915,-34.62019134492],[-58.422176210657,-34.6201800967312],[-58.4215108224841,-34.6201351540084]]]}
14483;9010;INDEPENDENCIA AV.;3102;3150;3101;3149;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.409252050252,-34.6200234233942],[-58.4100790399964,-34.6201937888561]]]}
14487;3100;CATAMARCA;802;900;801;899;;CALLE;Asignación de Sentido único de Circulación de N a S según Ley n° 4412 publicada en Boletín Oficial 4077 del 18/01/2013;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4050351282089,-34.6191545007976],[-58.4047826738054,-34.6201972345368]]]}
14495;3107;FRAY CAYETANO RODRIGUEZ;902;1000;901;999;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4678084364441,-34.6192820409269],[-58.4675856915495,-34.6196516405077],[-58.467235513842,-34.6202326603233]]]}
14497;3028;CALVO, CARLOS;1702;1800;1701;1799;EUROPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.3901963434759,-34.6201372523919],[-58.3904081966141,-34.6201504771681],[-58.3913097888688,-34.6202046719622],[-58.3916226707086,-34.6202245736595]]]}
14513;3028;CALVO, CARLOS;1802;1900;1801;1899;EUROPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.3916226707086,-34.6202245736595],[-58.3918530090309,-34.6202392856202],[-58.3930911482357,-34.6203183466669],[-58.393130279176,-34.6203410243755],[-58.3931653288078,-34.6204623723763]]]}
14515;9010;INDEPENDENCIA AV.;3152;3200;3151;3199;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.4100790399964,-34.6201937888561],[-58.4105191542498,-34.6202844740221],[-58.4108118314008,-34.6203362203815]]]}
14519;13076;MEXICO;4002;4100;4001;4099;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4241569454765,-34.620346941622],[-58.4224795574908,-34.6202024514218],[-58.4223288636915,-34.62019134492]]]}
14520;21045;TREINTA Y TRES ORIENTALES;502;600;501;599;TREINTA Y TRES;CALLE;corrección numeración 17-1;Ciclovías en obra;;;;{"type":"MultiLineString","coordinates":[[[-58.4242769487338,-34.6191140489656],[-58.4241569454765,-34.620346941622]]]}
14529;19046;RIVADAVIA AV.;5302;5390;5301;5389;PRIMERA JUNTA (parcial);AVENIDA;corrección numeración 10-2;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.4402507042969,-34.6199848957511],[-58.4412098193167,-34.6204102242114]]]}
14530;13069;MENDEZ DE ANDES;1902;2000;1901;1999;;CALLE;corrección numeración 16-1;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4610169725024,-34.6204235143546],[-58.460873430187,-34.6203602002146],[-58.4597465674116,-34.6198429064864]]]}
14556;1149;AZOPARDO;1002;1100;1001;1099;;CALLE;;Ciclovías;Mano izquierda;Calle;;{"type":"MultiLineString","coordinates":[[[-58.3670229670846,-34.6204857980716],[-58.3671569547074,-34.6193094539468]]]}
14570;3028;CALVO, CARLOS;1902;2000;1901;1999;EUROPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.3931653288078,-34.6204623723763],[-58.3944957446036,-34.6205460840951]]]}
14587;3028;CALVO, CARLOS;2002;2100;2001;2099;EUROPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.3944957446036,-34.6205460840951],[-58.3958052075469,-34.6206285021671]]]}
14588;19035;RINCON;902;1000;901;999;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.3959252408541,-34.6195629674596],[-58.3959147690265,-34.6196614158661],[-58.3958052075469,-34.6206285021671]]]}
14591;9010;INDEPENDENCIA AV.;3202;3300;3201;3299;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.4108118314008,-34.6203362203815],[-58.4125438811881,-34.6206423075662]]]}
14606;2014;BALCARCE;1002;1100;1001;1099;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.370106927837,-34.619386872143],[-58.3700977565663,-34.6195141231171],[-58.3699996638465,-34.6205471125217],[-58.3699733694689,-34.6206741391739]]]}
14612;3028;CALVO, CARLOS;2102;2200;2101;2199;EUROPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.3958052075469,-34.6206285021671],[-58.395987333181,-34.6206399403248],[-58.3971120303482,-34.6207132992133]]]}
14619;9010;INDEPENDENCIA AV.;3302;3400;3301;3399;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.4125438811881,-34.6206423075662],[-58.4138235314332,-34.6207518448672]]]}
14620;12114;LINIERS VIRREY;702;800;701;799;LINIERS;CALLE;corrección numeración 17-1;Ciclovías;Mano izquierda;Calle;;{"type":"MultiLineString","coordinates":[[[-58.4138235314332,-34.6207518448672],[-58.413938917879,-34.6196640361739]]]}
14640;3028;CALVO, CARLOS;2202;2300;2201;2299;EUROPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.3971120303482,-34.6207132992133],[-58.3982780443308,-34.6207893457083],[-58.3984962018493,-34.620805940167]]]}
14652;9010;INDEPENDENCIA AV.;3402;3500;3401;3499;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.4138235314332,-34.6207518448672],[-58.4150932183614,-34.6208605197565]]]}
14660;3258;CHIVILCOY;1402;1500;1401;1499;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4923649036286,-34.6200332153996],[-58.4912810019901,-34.6208949831406]]]}
14665;21004;TACUARI;1002;1100;1001;1099;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.3786947273132,-34.6197323957107],[-58.3786918966873,-34.6198362001821],[-58.3786718773886,-34.6207659369031],[-58.3786639253875,-34.6208795973239]]]}
14671;3028;CALVO, CARLOS;2302;2400;2301;2399;EUROPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.3984962018493,-34.620805940167],[-58.3998276374659,-34.6209073413691]]]}
14674;4079;DOBLAS;302;400;301;399;TORINO;CALLE;correción numeración 16-1;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4310911979582,-34.6209323360909],[-58.4311240580424,-34.6207684656467],[-58.4313087547385,-34.6198478473237]]]}
14678;9019;IRIGOYEN, BERNARDO de;1002;1100;1001;1099;DEL BUEN ORDEN;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.3800869579993,-34.620939374178],[-58.3801364449889,-34.6200014174644],[-58.3801567862919,-34.6197622679979]]]}
14683;9010;INDEPENDENCIA AV.;3502;3600;3501;3599;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.4150932183614,-34.6208605197565],[-58.416104711005,-34.6209471104868],[-58.4165096860088,-34.6209771951195]]]}
14685;13069;MENDEZ DE ANDES;2002;2100;2001;2099;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4622244401365,-34.6209932632596],[-58.4610169725024,-34.6204235143546]]]}
14689;3028;CALVO, CARLOS;2402;2500;2401;2499;EUROPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.3998276374659,-34.6209073413691],[-58.4007723368648,-34.620979305959]]]}
14693;4072;DIAZ, CESAR, GRAL.;3802;3900;3801;3899;SAN JULIAN;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4893317282472,-34.6210049351277],[-58.4884776473985,-34.6202799524244],[-58.4883373895334,-34.6201603299073]]]}
14707;3028;CALVO, CARLOS;2502;2600;2501;2599;EUROPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4007723368648,-34.620979305959],[-58.4017655082395,-34.6210548791288]]]}
14712;20066;SANTIAGO DEL ESTERO;1002;1100;1001;1099;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.3843446947685,-34.619805031199],[-58.3843535704753,-34.6199691975337],[-58.3843470174424,-34.6210500054206]]]}
14717;9010;INDEPENDENCIA AV.;3602;3700;3601;3699;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.4165096860088,-34.6209771951195],[-58.418065443679,-34.6210925670047]]]}
14732;3028;CALVO, CARLOS;2602;2700;2601;2699;EUROPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4017655082395,-34.6210548791288],[-58.4028019554252,-34.6211338458684]]]}
14744;3107;FRAY CAYETANO RODRIGUEZ;802;900;801;899;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.467235513842,-34.6202326603233],[-58.4671602134978,-34.6203575970519],[-58.4666317399136,-34.6211936303532]]]}
14745;9010;INDEPENDENCIA AV.;3702;3800;3701;3799;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.418065443679,-34.6210925670047],[-58.4194257874622,-34.6211934831867]]]}
14763;9010;INDEPENDENCIA AV.;3802;3900;3801;3899;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.4194257874622,-34.6211934831867],[-58.4202381278614,-34.6212537003138],[-58.4204972664687,-34.6212721007357]]]}
14774;9010;INDEPENDENCIA AV.;3902;3926;3901;3925;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.4204972664687,-34.6212721007357],[-58.4209729510613,-34.6213048007175]]]}
14791;9010;INDEPENDENCIA AV.;3928;3950;3927;3947;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.4209729510613,-34.6213048007175],[-58.4214488053985,-34.6213395412262]]]}
14799;9010;INDEPENDENCIA AV.;3952;4000;3949;3999;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.4214488053985,-34.6213395412262],[-58.4222125932364,-34.6213937426529]]]}
14804;3122;CEVALLOS, Virrey;1002;1100;1001;1099;ZEBALLOS - CEVALLOS;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.3888380825902,-34.6200527022541],[-58.3888259077381,-34.6202369266351],[-58.3887414871601,-34.6213874082887]]]}
14805;13069;MENDEZ DE ANDES;2102;2200;2101;2199;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4631797601324,-34.6214172921127],[-58.4627230556478,-34.6212156663089],[-58.4622244401365,-34.6209932632596]]]}
14829;3028;CALVO, CARLOS;2702;2800;2701;2799;EUROPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4028019554252,-34.6211338458684],[-58.404316242129,-34.6214457879797],[-58.4044865976268,-34.6214813635809]]]}
14830;3100;CATAMARCA;902;1000;901;999;;CALLE;Asignación de Sentido único de Circulación de N a S según Ley n° 4412 publicada en Boletín Oficial 4077 del 18/01/2013;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4047826738054,-34.6201972345368],[-58.4045109311422,-34.6212815091093],[-58.4044865976268,-34.6214813635809]]]}
14833;9010;INDEPENDENCIA AV.;4002;4100;4001;4079;;AVENIDA;corrección numeración 28-1;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.4222125932364,-34.6213937426529],[-58.4235208143956,-34.6214864969848],[-58.4237189571035,-34.6215073358316]]]}
14841;9010;INDEPENDENCIA AV.;4102;4116;4081;4099;;AVENIDA;corrección numeración 28-1;Ciclovías en obra;;;;{"type":"MultiLineString","coordinates":[[[-58.4237189571035,-34.6215073358316],[-58.4240407049876,-34.6215411013627]]]}
14842;21045;TREINTA Y TRES ORIENTALES;602;700;601;699;TREINTA Y TRES;CALLE;corrección numeración 17-1;Ciclovías en obra;;;;{"type":"MultiLineString","coordinates":[[[-58.4241569454765,-34.620346941622],[-58.4240407049876,-34.6215411013627]]]}
14852;1149;AZOPARDO;1102;1200;1101;1199;;CALLE;;Ciclovías;Mano izquierda;Calle;;{"type":"MultiLineString","coordinates":[[[-58.3668978401546,-34.6215839066576],[-58.3670229670846,-34.6204857980716]]]}
14859;9010;INDEPENDENCIA AV.;4118;4200;4101;4199;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.4240407049876,-34.6215411013627],[-58.4242883411105,-34.6215671664082],[-58.4251634440826,-34.6216937812384]]]}
14866;20040;SAN JUAN AV.;102;200;101;199;;AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.3683111147453,-34.6216876175334],[-58.368032729026,-34.6216731055468],[-58.3670684551358,-34.6216023510172],[-58.3668978401546,-34.6215839066576]]]}
14873;4072;DIAZ, CESAR, GRAL.;3902;4000;3901;3999;SAN JULIAN;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4902123219741,-34.6217413850568],[-58.4894676428984,-34.6211202615131],[-58.4893317282472,-34.6210049351277]]]}
14874;3258;CHIVILCOY;1302;1400;1301;1399;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4912810019901,-34.6208949831406],[-58.4911549555691,-34.6209952273689],[-58.4903097543642,-34.6216643181131],[-58.4902123219741,-34.6217413850568]]]}
14876;19035;RINCON;1002;1100;1001;1099;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.3958052075469,-34.6206285021671],[-58.3957909651782,-34.6207542733697],[-58.3956644533309,-34.6216086701217],[-58.3956417664747,-34.6217471835648]]]}
14886;2014;BALCARCE;1102;1200;1101;1199;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.3699733694689,-34.6206741391739],[-58.3697487078902,-34.6217592872168]]]}
14893;13069;MENDEZ DE ANDES;2202;2300;2201;2299;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4641098732043,-34.6218278625769],[-58.4631797601324,-34.6214172921127]]]}
14897;3028;CALVO, CARLOS;2802;2900;2801;2899;EUROPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4044865976268,-34.6214813635809],[-58.4047933231389,-34.6215453145937],[-58.4061514112461,-34.6218189189049]]]}
14928;9010;INDEPENDENCIA AV.;4202;4300;4201;4299;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.4251634440826,-34.6216937812384],[-58.4266150833682,-34.6219037335957]]]}
14966;3028;CALVO, CARLOS;2902;3000;2901;2999;EUROPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4061514112461,-34.6218189189049],[-58.4073601116165,-34.6220502558532]]]}
14970;9010;INDEPENDENCIA AV.;4302;4400;4301;4399;;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.4266150833682,-34.6219037335957],[-58.4277953282905,-34.6220745054584]]]}
14973;12114;LINIERS VIRREY;802;900;801;899;LINIERS;CALLE;corrección numeración 17-1;Ciclovías;Mano izquierda;Calle;;{"type":"MultiLineString","coordinates":[[[-58.4136827807889,-34.6220858487715],[-58.4138235314332,-34.6207518448672]]]}
14985;21004;TACUARI;1102;1200;1101;1199;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.3786639253875,-34.6208795973239],[-58.3786549356825,-34.6210085392448],[-58.3786258264053,-34.6219123531322],[-58.3786166908875,-34.6221012265634]]]}
14987;3107;FRAY CAYETANO RODRIGUEZ;702;800;701;799;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4666317399136,-34.6211936303532],[-58.4665626559464,-34.6213029321451],[-58.4660606612393,-34.6220519871509],[-58.465990552576,-34.6221373441386]]]}
14992;9019;IRIGOYEN, BERNARDO de;1102;1200;1101;1199;DEL BUEN ORDEN;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.3800046690975,-34.6221373878542],[-58.3800869579993,-34.620939374178]]]}
15002;3258;CHIVILCOY;1252;1300;1251;1299;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4902123219741,-34.6217413850568],[-58.4896621322252,-34.6221766638497]]]}
15022;13069;MENDEZ DE ANDES;2302;2370;2301;2369;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4650926440872,-34.6222598340937],[-58.4642211329935,-34.6218770178787],[-58.4641098732043,-34.6218278625769]]]}
15032;5087;ESTADOS UNIDOS;3402;3500;3401;3499;;CALLE;;Ciclovías;Mano izquieda;Calle;Datos de Res 67-SSTRANS-2;{"type":"MultiLineString","coordinates":[[[-58.4149460505612,-34.6222782578884],[-58.4147234621061,-34.6222509865103],[-58.4136827807889,-34.6220858487715]]]}
15034;1033;ALBERDI, JUAN BAUTISTA AV.;2;100;1;99;PROVINCIAS UNIDAS;AVENIDA;;Carriles Preferenciales;;;;{"type":"MultiLineString","coordinates":[[[-58.4277953282905,-34.6220745054584],[-58.4291977349274,-34.6222981458461]]]}
15066;21045;TREINTA Y TRES ORIENTALES;702;760;701;755;TREINTA Y TRES;CALLE;corrección numeración 17-1;Ciclovías en obra;;;;{"type":"MultiLineString","coordinates":[[[-58.4237189571035,-34.6215073358316],[-58.4235857240096,-34.6224057046062]]]}
