7) FUGAS DE GAS,-58.3843,-34.6178
14) INTOXICACIONES Y CONTAMINACIONES,-58.4523,-34.596
10) DERRUMBES Y HUNDIMIENTO DEL SUELO,-58.3997,-34.6004
14) INTOXICACIONES Y CONTAMINACIONES,-58.4821,-34.6105
7) FUGAS DE GAS,-58.4086,-34.581
7) FUGAS DE GAS,-58.4064,-34.5792
7) FUGAS DE GAS,-58.3815,-34.6305
7) FUGAS DE GAS,-58.3773,-34.6222
7) FUGAS DE GAS,-58.421,-34.6212
7) FUGAS DE GAS,-58.4145,-34.6267
7) FUGAS DE GAS,-58.3901,-34.6031
7) FUGAS DE GAS,-58.3751,-34.5976
10) DERRUMBES Y HUNDIMIENTO DEL SUELO,-58.3997,-34.6004
7) FUGAS DE GAS,-58.3769,-34.5991
7) FUGAS DE GAS,-58.4331,-34.5871
7) FUGAS DE GAS,-58.4566,-34.6451
3) INCENDIOS,-58.3798,-34.6005
3) INCENDIOS,-58.4747,-34.6589
5) INCIDENTES EN CONCENTRACIONES HUMANAS,-58.4583,-34.5322
5) INCIDENTES EN CONCENTRACIONES HUMANAS,-58.4443,-34.6849
10) DERRUMBES Y HUNDIMIENTO DEL SUELO,-58.3998,-34.5891
7) FUGAS DE GAS,-58.4628,-34.5496
3) INCENDIOS,-58.3638,-34.6352
4a) INCIDENTES EN EL TRANSPORTE,-58.4599,-34.5583
14) INTOXICACIONES Y CONTAMINACIONES,-58.3959,-34.6254
10) DERRUMBES Y HUNDIMIENTO DEL SUELO,-58.3745,-34.618
6) INCIDENTES DE TRANSPORTE CON MERCANCIAS PELIGROSAS,-58.3742,-34.581
10) DERRUMBES Y HUNDIMIENTO DEL SUELO,-58.4862,-34.6481
3) INCENDIOS,-58.3858,-34.6087
7) FUGAS DE GAS,-58.4801,-34.6892
7) FUGAS DE GAS,-58.4549,-34.5624
4a) INCIDENTES EN EL TRANSPORTE,-58.4151,-34.6209
7) FUGAS DE GAS,-58.4394,-34.5819
3) INCENDIOS,-58.4748,-34.6572
7) FUGAS DE GAS,-58.4548,-34.5625
14) INTOXICACIONES Y CONTAMINACIONES,-58.4605,-34.5849
3) INCENDIOS,-58.4962,-34.6313
5) INCIDENTES EN CONCENTRACIONES HUMANAS,-58.4506,-34.68
14) INTOXICACIONES Y CONTAMINACIONES,-58.4763,-34.5926
7) FUGAS DE GAS,-58.515,-34.5857
14) INTOXICACIONES Y CONTAMINACIONES,-58.4028,-34.5958
14) INTOXICACIONES Y CONTAMINACIONES,-58.4418,-34.6292
10) DERRUMBES Y HUNDIMIENTO DEL SUELO,-58.3833,-34.6075
3) INCENDIOS,-58.3842,-34.6277
7) FUGAS DE GAS,-58.4193,-34.6045
6) INCIDENTES DE TRANSPORTE CON MERCANCIAS PELIGROSAS,-58.3742,-34.581
10) DERRUMBES Y HUNDIMIENTO DEL SUELO,-58.3833,-34.6075
14) INTOXICACIONES Y CONTAMINACIONES,-58.4619,-34.5562
1) LLUVIAS TORRENCIALES/FUERTES VIENTOS,-58.4637,-34.562
2a) INUNDACIONES,-58.4637,-34.562
2a) INUNDACIONES,-58.4456,-34.5956
2a) INUNDACIONES,-58.4283,-34.6133
3) INCENDIOS,-58.3764,-34.5998
7) FUGAS DE GAS,-58.382,-34.6247
5) INCIDENTES EN CONCENTRACIONES HUMANAS,-58.4165,-34.621
5) INCIDENTES EN CONCENTRACIONES HUMANAS,-58.421,-34.6032
5) INCIDENTES EN CONCENTRACIONES HUMANAS,-58.4103,-34.5981
5) INCIDENTES EN CONCENTRACIONES HUMANAS,-58.4158,-34.6156
5) INCIDENTES EN CONCENTRACIONES HUMANAS,-58.3982,-34.6046
7) FUGAS DE GAS,-58.3782,-34.6038
3) INCENDIOS,-58.3985,-34.5954
7) FUGAS DE GAS,-58.4653,-34.6882
2b) INUNDACIONES,-58.3858,-34.5866
5) INCIDENTES EN CONCENTRACIONES HUMANAS,-58.4165,-34.621
5) INCIDENTES EN CONCENTRACIONES HUMANAS,-58.421,-34.6032
5) INCIDENTES EN CONCENTRACIONES HUMANAS,-58.4103,-34.5981
5) INCIDENTES EN CONCENTRACIONES HUMANAS,-58.4158,-34.6156
5) INCIDENTES EN CONCENTRACIONES HUMANAS,-58.3982,-34.6046
3) INCENDIOS,-58.4461,-34.6445
5) INCIDENTES EN CONCENTRACIONES HUMANAS,-58.4165,-34.621
5) INCIDENTES EN CONCENTRACIONES HUMANAS,-58.421,-34.6032
5) INCIDENTES EN CONCENTRACIONES HUMANAS,-58.4103,-34.5981
5) INCIDENTES EN CONCENTRACIONES HUMANAS,-58.4158,-34.6156
5) INCIDENTES EN CONCENTRACIONES HUMANAS,-58.3982,-34.6046
14) INTOXICACIONES Y CONTAMINACIONES,-58.3666,-34.5854
7) FUGAS DE GAS,-58.4736,-34.6059
7) FUGAS DE GAS,-58.3884,-34.6125
14) INTOXICACIONES Y CONTAMINACIONES,-58.4691,-34.6412
7) FUGAS DE GAS,-58.3975,-34.5933
3) INCENDIOS,-58.4381,-34.5993
3) INCENDIOS,-58.3662,-34.6369
7) FUGAS DE GAS,-58.4829,-34.5724
14) INTOXICACIONES Y CONTAMINACIONES,-58.47,-34.6125
10) DERRUMBES Y HUNDIMIENTO DEL SUELO,-58.4511,-34.5588
3) INCENDIOS,-58.4642,-34.6696
7) FUGAS DE GAS,-58.5257,-34.6403
10) DERRUMBES Y HUNDIMIENTO DEL SUELO,-58.3835,-34.6074
7) FUGAS DE GAS,-58.5,-34.583
7) FUGAS DE GAS,-58.3768,-34.6553
3) INCENDIOS,-58.4011,-34.586
7) FUGAS DE GAS,-58.3633,-34.6304
3) INCENDIOS,-58.3568,-34.6064
7) FUGAS DE GAS,-58.5022,-34.6548
14) INTOXICACIONES Y CONTAMINACIONES,-58.3948,-34.5871
14) INTOXICACIONES Y CONTAMINACIONES,-58.4884,-34.5743
7) FUGAS DE GAS,-58.5022,-34.6548
7) FUGAS DE GAS,-58.4787,-34.6202
7) FUGAS DE GAS,-58.5212,-34.6188
3) INCENDIOS,-58.4032,-34.6544
7) FUGAS DE GAS,-58.4886,-34.6428
3) INCENDIOS,-58.4362,-34.6452
14) INTOXICACIONES Y CONTAMINACIONES,-58.3903,-34.6181
7) FUGAS DE GAS,-58.4121,-34.5992
14) INTOXICACIONES Y CONTAMINACIONES,-58.484,-34.65
14) INTOXICACIONES Y CONTAMINACIONES,-58.3912,-34.627
10) DERRUMBES Y HUNDIMIENTO DEL SUELO,-58.384,-34.631
14) INTOXICACIONES Y CONTAMINACIONES,-58.4034,-34.6195
3) INCENDIOS,-58.3753,-34.6271
7) FUGAS DE GAS,-58.4893,-34.5705
7) FUGAS DE GAS,-58.4092,-34.6473
14) INTOXICACIONES Y CONTAMINACIONES,-58.3546,-34.6337
10) DERRUMBES Y HUNDIMIENTO DEL SUELO,-58.3769,-34.5838
14) INTOXICACIONES Y CONTAMINACIONES,-58.4219,-34.5982
7) FUGAS DE GAS,-58.4453,-34.576
14) INTOXICACIONES Y CONTAMINACIONES,-58.4219,-34.5982
3) INCENDIOS,-58.4441,-34.6093
14) INTOXICACIONES Y CONTAMINACIONES,-58.3781,-34.6363
7) FUGAS DE GAS,-58.3873,-34.6286
7) FUGAS DE GAS,-58.3887,-34.6065
5) INCIDENTES EN CONCENTRACIONES HUMANAS,-58.3778,-34.6088
5) INCIDENTES EN CONCENTRACIONES HUMANAS,-58.3778,-34.6088
3) INCENDIOS,-58.4726,-34.6595
2a) INUNDACIONES,-58.4456,-34.5956
2a) INUNDACIONES,-58.4283,-34.6133
2a) INUNDACIONES,-58.4637,-34.562
14) INTOXICACIONES Y CONTAMINACIONES,-58.4351,-34.6089
2a) INUNDACIONES,-58.4456,-34.5956
10) DERRUMBES Y HUNDIMIENTO DEL SUELO,-58.4391,-34.623
14) INTOXICACIONES Y CONTAMINACIONES,-58.446,-34.6017
4a) INCIDENTES EN EL TRANSPORTE,-58.3741,-34.6406
14) INTOXICACIONES Y CONTAMINACIONES,-58.4837,-34.5761
7) FUGAS DE GAS,-58.5005,-34.6624
7) FUGAS DE GAS,-58.4421,-34.6592
3) INCENDIOS,-58.3619,-34.6426
3) INCENDIOS,-58.4143,-34.5922
7) FUGAS DE GAS,-58.3893,-34.6282
14) INTOXICACIONES Y CONTAMINACIONES,-58.4202,-34.6
3) INCENDIOS,-58.3989,-34.6511
14) INTOXICACIONES Y CONTAMINACIONES,-58.49,-34.5526
14) INTOXICACIONES Y CONTAMINACIONES,-58.4243,-34.6046
5) INCIDENTES EN CONCENTRACIONES HUMANAS,-58.4152,-34.5662
10) DERRUMBES Y HUNDIMIENTO DEL SUELO,-58.3722,-34.6313
3) INCENDIOS,-58.3955,-34.6352
7) FUGAS DE GAS,-58.5196,-34.6404
7) FUGAS DE GAS,-58.4871,-34.6338
14) INTOXICACIONES Y CONTAMINACIONES,-58.3712,-34.6242
2a) INUNDACIONES,-58.4283,-34.6133
7) FUGAS DE GAS,-58.4888,-34.603
2a) INUNDACIONES,-58.4456,-34.5956
7) FUGAS DE GAS,-58.4721,-34.5926
14) INTOXICACIONES Y CONTAMINACIONES,-58.5,-34.6198
2b) INUNDACIONES,-58.4565,-34.5474
14) INTOXICACIONES Y CONTAMINACIONES,-58.43,-34.6209
14) INTOXICACIONES Y CONTAMINACIONES,-58.4051,-34.5889
10) DERRUMBES Y HUNDIMIENTO DEL SUELO,-58.5212,-34.658
14) INTOXICACIONES Y CONTAMINACIONES,-58.4318,-34.6017
7) FUGAS DE GAS,-58.485,-34.6113
3) INCENDIOS,-58.4853,-34.5634
7) FUGAS DE GAS,-58.447,-34.5847
14) INTOXICACIONES Y CONTAMINACIONES,-58.4292,-34.6087
14) INTOXICACIONES Y CONTAMINACIONES,-58.5251,-34.614
5) INCIDENTES EN CONCENTRACIONES HUMANAS,-58.4506,-34.68
14) INTOXICACIONES Y CONTAMINACIONES,-58.438,-34.5524
7) FUGAS DE GAS,-58.4191,-34.6013
14) INTOXICACIONES Y CONTAMINACIONES,-58.4599,-34.6069
7) FUGAS DE GAS,-58.4726,-34.6095
7) FUGAS DE GAS,-58.4309,-34.6439
4a) INCIDENTES EN EL TRANSPORTE,-58.3982,-34.6046
3) INCENDIOS,-58.4742,-34.6568
7) FUGAS DE GAS,-58.4276,-34.6545
14) INTOXICACIONES Y CONTAMINACIONES,-58.3967,-34.6046
7) FUGAS DE GAS,-58.4276,-34.6545
3) INCENDIOS,-58.4273,-34.6114
14) INTOXICACIONES Y CONTAMINACIONES,-58.3683,-34.6217
3) INCENDIOS,-58.3704,-34.631
7) FUGAS DE GAS,-58.4692,-34.5589
14) INTOXICACIONES Y CONTAMINACIONES,-58.3835,-34.6086
14) INTOXICACIONES Y CONTAMINACIONES,-58.493,-34.5637
3) INCENDIOS,-58.3746,-34.6387
3) INCENDIOS,-58.4009,-34.5917
10) DERRUMBES Y HUNDIMIENTO DE SUELO,-58.5045,-34.6537
14) INTOXICACIONES Y CONTAMINACIONES,-58.3659,-34.6227
14) INTOXICACIONES Y CONTAMINACIONES,-58.4536,-34.63
14) INTOXICACIONES Y CONTAMINACIONES,-58.3829,-34.6247
7) FUGAS DE GAS,-58.4732,-34.6459
10) DERRUMBES Y HUNDIMIENTO DE SUELO,-58.51,-34.6593
14) INTOXICACIONES Y CONTAMINACIONES,-58.4291,-34.6597
3) INCENDIOS,-58.3994,-34.6222
7) FUGAS DE GAS,-58.3755,-34.5928
3) INCENDIOS,-58.4178,-34.6552
7) FUGAS DE GAS,-58.4688,-34.629
3) INCENDIOS,-58.4989,-34.6484
3) INCENDIOS,-58.3744,-34.5962
13) INTERRUPCION DE SERVICIOS BASICOS,-58.3886,-34.6053
14) INTOXICACIONES Y CONTAMINACIONES,-58.39,-34.6215
7) FUGAS DE GAS,-58.3784,-34.6481
14) INTOXICACIONES Y CONTAMINACIONES,-58.496,-34.5593
3) INCENDIOS,-58.4125,-34.6466
14) INTOXICACIONES Y CONTAMINACIONES,-58.3669,-34.6209
14) INTOXICACIONES Y CONTAMINACIONES,-58.5038,-34.6294
3) INCENDIOS,-58.4145,-34.6279
4a) INCIDENTES EN EL TRANSPORTE,-58.381,-34.6222
3) INCENDIOS,-58.371,-34.6055
14) INTOXICACIONES Y CONTAMINACIONES,-58.5051,-34.6584
14) INTOXICACIONES Y CONTAMINACIONES,-58.4924,-34.6315
14) INTOXICACIONES Y CONTAMINACIONES,-58.3897,-34.5879
3) INCENDIOS,-58.4585,-34.5581
3) INCENDIOS,-58.4753,-34.6772
3) INCENDIOS,-58.5113,-34.6182
7) FUGAS DE GAS,-58.424,-34.6458
3) INCENDIOS,-58.421,-34.6115
13) INTERRUPCION DE SERVICIOS BASICOS,-58.4004,-34.5847
7) FUGAS DE GAS,-58.444,-34.5925
14) INTOXICACIONES Y CONTAMINACIONES,-58.4067,-34.6129
3) INCENDIOS,-58.4795,-34.6139
7) FUGAS DE GAS,-58.4766,-34.6052
7) FUGAS DE GAS,-58.3971,-34.6028
3) INCENDIOS,-58.4793,-34.6357
7) FUGAS DE GAS,-58.4239,-34.6437
3) INCENDIOS,-58.4547,-34.6593
10) DERRUMBES Y HUNDIMIENTO DE SUELO,-58.4526,-34.6576
8) EXPLOSIONES,-58.3934,-34.5915
3) INCENDIOS,-58.4609,-34.6053
3) INCENDIOS,-58.4914,-34.5582
14) INTOXICACIONES Y CONTAMINACIONES,-58.4395,-34.5628
14) INTOXICACIONES Y CONTAMINACIONES,-58.4429,-34.6294
14) INTOXICACIONES Y CONTAMINACIONES,-58.39,-34.6215
3) INCENDIOS,-58.3906,-34.6513
14) INTOXICACIONES Y CONTAMINACIONES,-58.4285,-34.6025
14) INTOXICACIONES Y CONTAMINACIONES,-58.3708,-34.6217
7) FUGAS DE GAS,-58.4773,-34.6314
7) FUGAS DE GAS,-58.4144,-34.6337
8) EXPLOSIONES,-58.4365,-34.6154
4a) INCIDENTES EN EL TRANSPORTE,-58.4957,-34.6701
7) FUGAS DE GAS,-58.3965,-34.6515
7) FUGAS DE GAS,-58.4016,-34.601
7) FUGAS DE GAS,-58.3971,-34.6031
6) INCIDENTES DE TRANSPORTE CON MERCANCIAS PELIGROSAS,-58.3742,-34.581
7) FUGAS DE GAS,-58.5132,-34.5929
10) DERRUMBES Y HUNDIMIENTO DEL SUELO,-58.4467,-34.5604
3) INCENDIOS,-58.4628,-34.6027
3) INCENDIOS,-58.3891,-34.6172
18) ACTO TERRORISTA,-58.4896,-34.6649
14) INTOXICACIONES Y CONTAMINACIONES,-58.4079,-34.5673
7) FUGAS DE GAS,-58.4657,-34.6161
7) FUGAS DE GAS,-58.4696,-34.6307
10) DERRUMBES Y HUNDIMIENTO DEL SUELO,-58.4408,-34.6241
3) INCENDIOS,-58.5009,-34.6737
5) INCIDENTES EN CONCENTRACIONES HUMANAS,-58.3735,-34.6085
3) INCENDIOS,-58.4717,-34.6578
14) INTOXICACIONES Y CONTAMINACIONES,-58.4879,-34.6258
3) INCENDIOS,-58.431,-34.622
7) FUGAS DE GAS,-58.4105,-34.6141
3) INCENDIOS,-58.3876,-34.6287
2a) INUNDACIONES,-58.4637,-34.562
2a) INUNDACIONES,-58.4456,-34.5956
2a) INUNDACIONES,-58.4456,-34.5956
2a) INUNDACIONES,-58.4637,-34.562
3) INCENDIOS,-58.4132,-34.5859
14) INTOXICACIONES Y CONTAMINACIONES,-58.4513,-34.6441
5) INCIDENTES EN CONCENTRACIONES HUMANAS,-58.4131,-34.6385
7) FUGAS DE GAS,-58.4921,-34.6187
7) FUGAS DE GAS,-58.4356,-34.5976
3) INCENDIOS,-58.4535,-34.5578
3) INCENDIOS,-58.4363,-34.5541
4a) INCIDENTES EN EL TRANSPORTE,-58.3754,-34.5927
10) DERRUMBES Y HUNDIMIENTO DEL SUELO,-58.3852,-34.6236
7) FUGAS DE GAS,-58.4997,-34.6207
5) INCIDENTES EN CONCENTRACIONES HUMANAS,-58.4275,-34.5592
7) FUGAS DE GAS,-58.4832,-34.6787
7) FUGAS DE GAS,-58.3774,-34.6196
5) INCIDENTES EN CONCENTRACIONES HUMANAS,-58.3757,-34.6331
14) INTOXICACIONES Y CONTAMINACIONES,-58.4693,-34.5869
7) FUGAS DE GAS,-58.4385,-34.6455
8) EXPLOSIONES,-58.3955,-34.6268
3) INCENDIOS,-58.362,-34.6423
14) INTOXICACIONES Y CONTAMINACIONES,-58.4464,-34.5875
3) INCENDIOS,-58.362,-34.6423
3) INCENDIOS,-58.4318,-34.6278
14) INTOXICACIONES Y CONTAMINACIONES,-58.4277,-34.6286
3) INCENDIOS,-58.4004,-34.584
7) FUGAS DE GAS,-58.4399,-34.6288
14) INTOXICACIONES Y CONTAMINACIONES,-58.3773,-34.6268
14) INTOXICACIONES Y CONTAMINACIONES,-58.4442,-34.5619
7) FUGAS DE GAS,-58.4473,-34.6006
7) FUGAS DE GAS,-58.453,-34.5528
14) INTOXICACIONES Y CONTAMINACIONES,-58.402,-34.5834
4a) INCIDENTES EN EL TRANSPORTE,-58.4167,-34.6036
14) INTOXICACIONES Y CONTAMINACIONES,-58.4208,-34.6449
7) FUGAS DE GAS,-58.4233,-34.625
10) DERRUMBES Y HUNDIMIENTO DEL SUELO,-58.443,-34.6297
4a) INCIDENTES EN EL TRANSPORTE,-58.4446,-34.6509
14) INTOXICACIONES Y CONTAMINACIONES,-58.4645,-34.6158
7) FUGAS DE GAS,-58.4333,-34.6362
14) INTOXICACIONES Y CONTAMINACIONES,-58.3899,-34.6226
7) FUGAS DE GAS,-58.4589,-34.5675
14) INTOXICACIONES Y CONTAMINACIONES,-58.4834,-34.6304
3) INCENDIOS,-58.4336,-34.6543
3) INCENDIOS,-58.4092,-34.6213
14) INTOXICACIONES Y CONTAMINACIONES,-58.3849,-34.6075
4a) INCIDENTES EN EL TRANSPORTE,-58.4124,-34.6249
7) FUGAS DE GAS,-58.493,-34.6439
10) DERRUMBES Y HUNDIMIENTO DEL SUELO,-58.3663,-34.6395
10) DERRUMBES Y HUNDIMIENTO DEL SUELO,-58.4061,-34.6558
7) FUGAS DE GAS,-58.4947,-34.6766
7) FUGAS DE GAS,-58.4274,-34.5909
7) FUGAS DE GAS,-58.4274,-34.6571
3) INCENDIOS,-58.3936,-34.6228
7) FUGAS DE GAS,-58.5181,-34.6096
7) FUGAS DE GAS,-58.3582,-34.6366
3) INCENDIOS,-58.3724,-34.5861
3) INCENDIOS,-58.472,-34.5446
3) INCENDIOS,-58.4756,-34.668
3) INCENDIOS,-58.4561,-34.6408
3) INCENDIOS,-58.4446,-34.6509
3) INCENDIOS,-58.4803,-34.6357
10) DERRUMBES Y HUNDIMIENTO DEL SUELO,-58.4095,-34.6051
14) INTOXICACIONES Y CONTAMINACIONES,-58.4868,-34.6788
18) ACTO TERRORISTA,-58.5038,-34.6294
3) INCENDIOS,-58.4703,-34.6755
14) INTOXICACIONES Y CONTAMINACIONES,-58.3801,-34.5915
3) INCENDIOS,-58.4662,-34.6793
3) INCENDIOS,-58.4685,-34.6708
14) INTOXICACIONES Y CONTAMINACIONES,-58.4822,-34.6827
14) INTOXICACIONES Y CONTAMINACIONES,-58.3979,-34.5943
18) ACTO TERRORISTA,-58.5038,-34.6294
14) INTOXICACIONES Y CONTAMINACIONES,-58.4619,-34.5536
14) INTOXICACIONES Y CONTAMINACIONES,-58.4154,-34.6566
3) INCENDIOS,-58.5149,-34.626
18) ACTO TERRORISTA,-58.5038,-34.6294
7) FUGAS DE GAS,-58.4973,-34.5691
14) INTOXICACIONES Y CONTAMINACIONES,-58.5073,-34.6607
3) INCENDIOS,-58.4606,-34.6893
3) INCENDIOS,-58.4613,-34.5433
3) INCENDIOS,-58.388,-34.5866
